movieId,tmdbId,overview,poster_path,genres,popularity
17,4584.0,"The Dashwood sisters, sensible Elinor and passionate Marianne, whose chances at marriage seem doomed by their family's sudden loss of fortune.  When Henry Dashwood dies unexpectedly, his estate must pass on by law to his son from his first marriage, John and wife Fanny. But these circumstances leave Mr. Dashwood's current wife, and daughters Elinor, Marianne and Margaret, without a home and with barely enough money to live on. As Elinor and Marianne struggle to find romantic fulfillment in a society obsessed with financial and social status, they must learn to mix sense with sensibility in their dealings with both money and men.",/cBK2yL3HqhFvIVd7lLtazWlRZPR.jpg,Drama|Romance,10.8665
18,5.0,It's Ted the Bellhop's first night on the job...and the hotel's very unusual guests are about to place him in some outrageous predicaments. It seems that this evening's room service is serving up one unbelievable happening after another.,/75aHn1NOYXh4M7L5shoeQ6NGykP.jpg,Comedy,3.046
19,9273.0,"Summoned from an ashram in Tibet, Ace finds himself on a perilous journey into the jungles of Africa to find Shikaka, the missing sacred animal of the friendly Wachati tribe. He must accomplish this before the wedding of the Wachati's Princess to the prince of the warrior Wachootoos. If Ace fails, the result will be a vicious tribal war.",/wcinCf1ov2D6M3P7BBZkzQFOiIb.jpg,Crime|Comedy|Adventure,4.8322
20,11517.0,"When a vengeful New York transit cop decides to steal a trainload of subway fares, his foster brother—a fellow cop—tries to protect him.",/jWBDz6Mf9aQVBiUS76JQsEhvoJl.jpg,Action|Comedy|Crime,3.8018
21,8012.0,"Chili Palmer is a Miami mobster who gets sent to L.A. to collect a bad debt from Harry Zimm, a Hollywood producer who specializes in cheesy horror films. When Chili meets Harry's leading lady, the romantic sparks fly. After pitching his own life story as a movie idea, Chili learns that being a mobster and being a Hollywood producer really aren't all that different.",/r82SdPhg4fnIcLt0ogIjQxqjdcO.jpg,Comedy|Thriller|Crime,3.9762
22,1710.0,An agoraphobic psychologist and a female detective must work together to take down a serial killer who copies serial killers from the past.,/oMgwJb016znNZcpDR20eXxZoW8A.jpg,Thriller|Crime|Mystery,5.8604
23,9691.0,"Assassin Robert Rath arrives at a funeral to kill a prominent mobster, only to witness a rival hired gun complete the job for him -- with grisly results. Horrified by the murder of innocent bystanders, Rath decides to take one last job and then return to civilian life. But finding his way out of the world of contract killing grows ever more dangerous as Rath falls for his female target and becomes a marked man himself.",/wPmZYnaQpxwoHmwNwVhZ2IY0UbF.jpg,Action|Adventure|Crime|Thriller,3.8563
24,12665.0,"Harassed by classmates who won't accept his shocking appearance, a shy young man known as ""Powder"" struggles to fit in. But the cruel taunts stop when Powder displays a mysterious power that allows him to do incredible things. This phenomenon changes the lives of all those around him in ways they never could have imagined.",/aQSA63T7zyzZxBZxr2MQaxt1gtO.jpg,Drama|Fantasy,4.9515
25,451.0,"Ben Sanderson, an alcoholic Hollywood screenwriter who lost everything because of his drinking, arrives in Las Vegas to drink himself to death. There, he meets and forms an uneasy friendship and non-interference pact with prostitute Sera.",/wTrFpGe3U65kXTldIUxuM2hmOAK.jpg,Drama|Romance,2.8832
26,16420.0,The evil Iago pretends to be friend of Othello in order to manipulate him to serve his own end in the film version of this Shakespeare classic.,/kyevuYzW36wKadiE8lftLac5VwQ.jpg,Drama,3.6739
27,9263.0,"Waxing nostalgic about the bittersweet passage from childhood to puberty, four childhood girlfriends — Teeny, Chrissy, Samantha and Roberta — recall the magical summer of 1970. During their walk down memory lane, they reconcile experiences with boys, secrets, bullies and more.",/q31Ks8oAmM4Nq2CcGjyYYpdBAmh.jpg,Comedy|Drama|Romance,2.019
28,17015.0,"Living with her snobby family on the brink of bankruptcy, Anne Elliot is an unconforming woman with modern sensibilities. When Frederick Wentworth – the dashing one she once sent away – crashes back into her life, Anne must choose between putting the past behind her or listening to her heart when it comes to second chances.",/10hycdhFLq3M3y0ONxIMSiY8Mrs.jpg,Drama|Romance,5.5688
29,902.0,"A scientist in a surrealist society kidnaps children to steal their dreams, hoping that they slow his aging process.",/whwT3Q9JxbAYzEc3t7uYYcCbTMf.jpg,Fantasy|Science Fiction|Adventure,2.674
30,37557.0,"Shanghai, China, 1930. When young Shuisheng arrives from the countryside, his uncle Liushu puts him at the service of Bijou, the mistress of Laoda, supreme boss of the Tang Triad, constantly threatened by his enemies, both those he knows and those lurking in the shadows.",/tzG1UxUSfPACREjgBrsPDRUvneH.jpg,Drama|Crime,2.1228
31,9909.0,"Former Marine Louanne Johnson lands a gig teaching in a pilot program for bright but underachieving teens at a notorious inner-city high school. After having a terrible first day, she decides she must throw decorum to the wind. When Johnson returns to the classroom, she does so armed with a no-nonsense attitude informed by her military training and a fearless determination to better the lives of her students -- no matter what the cost.",/yWHWC8fJRp2kLgiFrEa8o3krOH9.jpg,Drama,5.5843
32,63.0,"In the year 2035, convict James Cole reluctantly volunteers to be sent back in time to discover the origin of a deadly virus that wiped out nearly all of the earth's population and forced the survivors into underground communities. But when Cole is mistakenly sent to 1990 instead of 1996, he's arrested and locked up in a mental hospital. There he meets psychiatrist Dr. Kathryn Railly and the son of a famous virus expert who may hold the key to the Army of the 12 Monkeys; thought to be responsible for unleashing the killer disease.",/gt3iyguaCIw8DpQZI1LIN5TohM2.jpg,Science Fiction|Thriller|Mystery,5.4242
33,78802.0,"In 1930 South America, a small group of French pilots struggle to prove they can offer a reliable airmail service over the Andes. When one of the young pilots crashes on such a flight, he has to try and get back to civilization on foot. Back home, his wife and colleagues start to fear the worst.",/zoxqNb6v55C35DDqNn03Grzhzgr.jpg,Romance|Adventure,2.9384
34,9598.0,"Babe is a little pig who doesn't quite know his place in the world. With a bunch of odd friends, like Ferdinand the duck who thinks he is a rooster and Fly the dog he calls mum, Babe realises that he has the makings to become the greatest sheep pig of all time, and Farmer Hoggett knows it. With the help of the sheep dogs, Babe learns that a pig can be anything that he wants to be.",/zKuQMtnbVTz9DsOnOJmlW71v4qH.jpg,Fantasy|Drama|Comedy|Family,5.5202
35,47018.0,"Painter Dora Carrington develops an intimate but extremely complex bond with writer Lytton Strachey. Though Lytton is a homosexual, he is enchanted by the mysterious Dora and they begin a lifelong friendship that has strangely romantic undertones. Eventually, Lytton and Dora decide to live together, despite the fact that the latter has fallen in love with military man Ralph Partridge, whom she plans to marry.",/8NmeBTkC4UQa8XT2GGsBN2R8Bqo.jpg,History|Drama|Romance,4.7866
36,687.0,A death row inmate turns for spiritual guidance to a local nun in the days leading up to his scheduled execution for the murders of a young couple.,/eShxyjhWoFl3BwsuEmVsr4nLaMZ.jpg,Drama,7.1295
37,139405.0,"A young Russian boy, Thomas Minton, travels to New York as a passenger on a Russian freighter. Close to Ellis Island he gets off and thus starts his journey to America the same way as all immigrants in former times. Thomas is searching for the family of one of his ancestors, who had emigrated decades ago, but once sent a letter home together with a sample of his new profession: 3D-Photography.",/iP0bT4f4BTAZ6fWKgLmd4lNeJ2H.jpg,Adventure|History|Drama|Family,0.2429
38,33689.0,"Identical 9-year-olds from very different backgrounds: orphaned Amanda and wealthy Alyssa meet at summer camp and decide to switch places -- and play matchmaker between Alyssa's dad, Roger, and the kind social worker who cares for Amanda.",/4CptjFLiIJXtjc3dykS7vkEHMbw.jpg,Comedy|Family|Romance,5.3129
39,9603.0,"Shallow, rich and socially successful Cher is at the top of her Beverly Hills high school's pecking scale. Seeing herself as a matchmaker, Cher first coaxes two teachers into dating each other. Emboldened by her success, she decides to give hopelessly klutzy new student Tai a makeover. When Tai becomes more popular than she is, Cher realizes that her disapproving ex-stepbrother was right about how misguided she was -- and falls for him.",/8AwVTcgpTnmeOs4TdTWqcFDXEsA.jpg,Comedy|Romance,6.2456
40,34615.0,A South-African preacher goes to search for his wayward son who has committed a crime in the big city.,/96TZr6o4kuiIEryC5jkzaQoP6m5.jpg,Drama,2.0491
41,31174.0,"A murderous lust for the British throne sees Richard III descend into madness. Though the setting is transposed to the 1930s, England is torn by civil war, split between the rivaling houses of York and Lancaster. Richard aspires to a fascist dictatorship, but must first remove the obstacles to his ascension—among them his brother, his nephews and his brother's wife. When the Duke of Buckingham deserts him, Richard's plans are compromised.",/aN2BcIH6rvGbYiRQCS8lxOdeeVQ.jpg,Drama|War,5.3852
42,11443.0,On the streets they call cash dead presidents. And that's just what a Vietnam veteran is after when he returns home from the war only to find himself drawn into a life of crime. With the aid of his fellow vets he plans the ultimate heist -- a daring robbery of an armored car filled with unmarked U.S. currency!,/wRLepMZoUCwjLFb1WSbuUT6uVWR.jpg,Action|Crime|Drama|Thriller|War,1.515
43,35196.0,"An aspiring young physician, Robert Merivel found himself in the service of King Charles II and saves the life of someone close to the King. Merivel joins the King's court and lives the high life provided to someone of his position. Merivel is ordered to marry his King's mistress in order to divert the queens suspicions. He is given one order by the king and that is not to fall in love. The situation worsens when Merivel finds himself in love with his new wife. Eventually, the King finds out and relieves Merivel of his position and wealth. His fall from grace leaves Merivel where he first started. And through his travels and reunions with an old friend, he rediscovers his love for true medicine and what it really means to be a physician.",/z1YM3WFZnF2NwHT5IRGYUcvZBSl.jpg,Drama|Romance,0.7989
44,9312.0,"For nine generations an evil sorcerer has been victorious in hand-to-hand battle against his mortal enemies. If he wins a tenth Mortal Kombat tournament, desolation and evil will reign over the multiverse forever. To save Earth, three warriors must overcome seemingly insurmountable odds, their own inner demons, and superhuman foes.",/fcK7tzSSXMYiMN8E9KlZJL1BYyp.jpg,Action|Fantasy,3.5107
45,577.0,"Suzanne Stone wants to be a world-famous news anchor and she is willing to do anything to get what she wants. What she lacks in intelligence, she makes up for in cold determination and diabolical wiles. As she pursues her goal with relentless focus, she is forced to destroy anything and anyone that may stand in her way, regardless of the ultimate cost or means necessary.",/whz4bwvqE1OmQHIyqHdZD8jU9CO.jpg,Drama|Comedy|Crime,4.6355
46,11861.0,"Soon-to-be-wed graduate student Finn Dodd develops cold feet when she suspects her fiancé is cheating on her. In order to clear her head, Finn visits her grandmother, Hy, and great aunt, Glady Joe Cleary, in Grasse, Calif. There, Finn learns that Hy and Glady Joe are members of a group of passionate quilters, and over the course of her visit she is regaled with tales of love and life by women who have collected rich experiences and much wisdom.",/pI9UAemlWgdrnjRgYJsbTk8BSJc.jpg,Drama|Romance,2.9401
47,807.0,"Two homicide detectives are on a desperate hunt for a serial killer whose crimes are based on the ""seven deadly sins"" in this dark and haunting film that takes viewers from the tortured remains of one victim to the next. The seasoned Det. Somerset researches each sin in an effort to get inside the killer's mind, while his novice partner, Mills, scoffs at his efforts to unravel the case.",/191nKfP0ehp3uIvWqgPbFmI4lv9.jpg,Crime|Mystery|Thriller,13.3544
48,10530.0,"Pocahontas, daughter of a Native American tribe chief, falls in love with an English soldier as colonists invade 17th century Virginia.",/kZ1ft0QZ4e3zDUPMBftEkwI9ftd.jpg,Adventure|Animation|Family|Romance,9.1509
49,8391.0,"Camille is a professor at a Protestant college and is in a long-term relationship with Martin, a respected minister and fellow professor. When Camille meets Petra, a bold and flamboyant performer in a circus troupe, she is inexplicably drawn. Pursuing Petra, Camille throws her whole conservative life into disarray.",/6Ac5GLwJ01uli5mCXqXwquR36Y1.jpg,Drama|Romance,3.2022
50,629.0,"Held in an L.A. interrogation room, Verbal Kint attempts to convince the feds that a mythic crime lord, Keyser Soze, not only exists, but was also responsible for drawing him and his four partners into a multi-million dollar heist that ended with an explosion in San Pedro harbor – leaving few survivors. Verbal lures his interrogators with an incredible story of the crime lord's almost supernatural prowess.",/99X2SgyFunJFXGAYnDv3sb9pnUD.jpg,Drama|Crime|Thriller,9.3148
51,117164.0,"Detective-turned-bodyguard Cynthia McKay is hired by a psychotic, icy seductress, Nina Lindell, the same woman who killed McKay's lover months earlier.  With vendetta in her heart, McKay accompanies a flamboyantly playful womanizer through the glamorous world of the super-rich, as his protector.  In a unique role reversal, it is the woman protecting the man from another woman, erupting into a deadly triangle of passion, suspense and action.",/AoRBM85EbRY9U0jtgy88DtV99Jl.jpg,Action|Thriller|Drama,3.406
52,11448.0,"When Lenny and his wife, Amanda, adopt a baby, Lenny realizes that his son is a genius and becomes obsessed with finding the boy's biological mother in hopes that she will be brilliant too. But when he learns that Max's mother is Linda Ash, a kindhearted prostitute and porn star, Lenny is determined to reform her immoral lifestyle. A Greek chorus chimes in to relate the plot to Greek mythology in this quirky comedy.",/ice135yQZp4iX2SgCmd90nKgS5j.jpg,Comedy|Romance,6.0388
53,49133.0,"Fiore, an Italian conman, arrives in post Communist Albania with Gino, his young apprentice, to set up a shoe factory that will never open. The con requires a native Albanian, so they designate Spiro, an impoverished and confused former political prisoner as chairman of the board. When Fiore returns to Italy to get government funds for the project, Spiro unexpectedly disappears and Gino sets out on a journey to find him. The search leads him to discover Spiro's tragic personal history and witness Albanian poverty firsthand.",/nnLpA4mqb3gvhNJQZ00cOyBmeq3.jpg,Drama,8.2003
54,26441.0,"In a depressed Texas town, British foreign exchange teacher Anna attempts to inject some life into her hopeless kids by introducing them to soccer. They're terrible at first, but Anna and her football-hero assistant whip them into shape. As they work overtime, the pair help kids build their self-esteem and also get involved in solving family squabbles.",/nVHqIuBTcTLmAIrML7T704UwfNI.jpg,Family|Comedy,4.6287
55,97406.0,"Sadie looks up to her older sister Georgia, a successful folk singer. Unfortunately it is this very obsession — coupled with her self-destructive tendencies and rampant drug abuse — that keeps her spiraling down the drain.",/uXjfK404xo7SiVlFcAoRyaFqXR4.jpg,Drama,3.7363
56,124057.0,"Set in modern times, Alex finds King Arthur's sword Excalibur and must prove himself worthy of it.",/1y8KAZOKrdmTI2sddcilcbRsMtI.jpg,Family|Fantasy|Comedy|Adventure,2.4129
57,9089.0,"After losing her job, making out with her soon-to-be former boss, and finding out that her daughter plans to spend Thanksgiving with her boyfriend, Claudia Larson faces spending the holiday with her unhinged family.",/3zqlKdOttWyExzopVxglz50Vjxq.jpg,Comedy|Drama|Romance,4.6412
58,11010.0,Simple Italian postman learns to love poetry while delivering mail to a famous poet; he uses this to woo local beauty Beatrice.,/cUaCpjVDefYShKyLmkcDsiPaBHn.jpg,Comedy|Drama|Romance,1.62
59,99040.0,"Pierre Lamontagne has returned to Quebec to attend his father's funeral. He meets up with his adopted brother, Marc, who has begun questioning his identity and has embarked on a quest for his roots that would lead them to the Quebec of the 1950s. Past and present converge in a complex web of intrigue where the answer to the mystery lies.",/9ApR0PwQdlnvc76NmlbUWkeAK9i.jpg,Thriller|Drama|Mystery,2.0599
60,11359.0,A nine-year-old boy gets a plastic Indian and a cupboard for his birthday and finds himself involved in adventure when the Indian comes to life and befriends him.,/ozQAmW85tTJu2dhRe3evzyY03Nb.jpg,Adventure|Family|Fantasy,6.6142
61,17182.0,"It's fire and brimstone time as grieving mother Karen McCann takes justice into her own hands when a kangaroo court in Los Angeles fails to convict Robert Doob, the monster who raped and murdered her 17-year-old daughter.",/y2lZSdJ1o0VvLegTw3ad6KFtxra.jpg,Thriller|Drama,3.6351
62,2054.0,"In 1965, passionate musician Glenn Holland takes a day job as a high school music teacher, convinced it's just a small obstacle on the road to his true calling: writing a historic opus. As the decades roll by with the composition unwritten but generations of students inspired through his teaching, Holland must redefine his life's purpose.",/kBmwWeSN3ajnYHZ3dSybEobxEPI.jpg,Drama|Music,4.1056
63,10607.0,"When Ashtray moves to South Central L.A. to live with his father (who appears to be the same age he is) and grandmother (who likes to talk tough and smoke reefer), he falls in with his gang-banging cousin Loc Dog, who along with the requisite pistols and Uzi carries a thermo-nuclear warhead for self-defense. Will Ashtray be able to keep living the straight life?",/HZQBF7JDd2e9p4rPSbSHuWHaCC.jpg,Comedy|Crime,5.7533
64,19760.0,"Frank O'Brien, a petty thief, and his 7-year-long girlfriend Roz want to put an end to their unsteady lifestyle and just do that last job, which involves stealing a valuable painting. Frank takes Roz to an island on the coast of New England, where he wants to sell the painting and also hopes that their sagging relationship will get a positive push back up. Not everything goes as planned.",/xSfqAMYqrTtDeAjPtYo0S8nc5Zz.jpg,Comedy|Romance,2.9062
65,9536.0,"Moronic best friends get themselves locked inside the Bio-Dome, a science experiment, along with a group of environmental scientists for one year.",/pjSkGZAvksrbO6tGain8PJ3rfC7.jpg,Comedy,4.3684
66,11525.0,"After being rescued from the ruins of Virtual Space Industries, Jobe is rebuilt and reconnected to virtual reality by corporate mogul Jonathan Walker. Years later, teenage hacker Peter Parkette helps Jobe locate Benjamin Trace, the original creator of virtual reality, only to uncover Jobe’s plan to launch a new world order using Walker’s tech. Now, Peter, Trace, Cori, and a band of runaways must stop Jobe and Walker before they enslave humanity through cyberspace.",/aP8eGsCyZVCHgSMxhDa4KiC7H9B.jpg,Science Fiction|Horror|Action|Thriller,1.7169
67,40628.0,"It's a hot summer day in 1933 in South Philly, where 12-year old Gennaro lives with his widowed mom and his ailing grandpa, who sits outside holding tight to his last quarter, which he's promised to Gennaro and which Gennaro would like to have to buy a ticket to the plush new movie theater. But grandpa's not ready to pass on the quarter or pass on to his final reward: he has some unfinished business with a woman from his past, and he enlists Gennaro to act as his emissary.",/ianK4zwR5Vv4JSDm3sNDh3kH86I.jpg,Drama|Family,3.9368
68,4482.0,"After learning of her husband's infidelities, a housewife invites an itinerant lesbian to move in with them. None of their lives will ever be the same again.",/xlLnHizshGBwMiNrnop2kg2nYzE.jpg,Comedy|Romance,5.9366
69,10634.0,"Craig and Smokey are two guys in Los Angeles hanging out on their porch on a Friday afternoon, smoking and drinking, looking for something to do.",/g57KcE8tbpp3RK3DlIhPkfA6DE2.jpg,Comedy|Drama,5.5838
70,755.0,"After kidnapping a father and his two kids, the Gecko brothers head south to a seedy Mexican bar to hide out in safety, unaware of its notorious vampire clientele.",/uBoQytp3KTQFaVqTe6d0ECGaKh9.jpg,Horror|Action|Thriller|Crime,6.4458
71,11859.0,"Max Kirkpatrick is a cop who protects Kate McQuean, a civil law attorney, from a renegade KGB team out to terminate her",/qcxsWOzBaF7MZNNThtRQWQ9Wrdk.jpg,Action,3.9327
72,28387.0,"After college graduation, Grover's girlfriend Jane tells him she's moving to Prague to study writing. Grover declines to accompany her, deciding instead to move in with several friends, all of whom can't quite work up the inertia to escape their university's pull. Nobody wants to make any big decisions that would radically alter his life, yet none of them wants to end up like Chet, the professional student who tends bar and is in his tenth year of university studies.",/ynAtSpTou7snNOq32djzILw9VCA.jpg,Comedy|Drama|Romance,3.2625
73,48750.0,"In France during World War II, a poor and illiterate man, Henri Fortin, is introduced to Victor Hugo's classic novel Les Misérables and begins to see parallels between the book and his own life.",/toQ6BJCiKVSnklpsma2GnJ6KKah.jpg,Drama|History,6.034
74,20927.0,"The seeds of love are planted when Lisa, a high-powered investment banker, receives flowers from a secret admirer. But when his fairy-tale fantasies clash with her workaholic ways, they soon find out that sometimes, it's harder than it seems for love to conquer all.",/zCXvHCEm8334d0d646ldDkXnKws.jpg,Drama|Romance,3.2601
75,36929.0,"A writer returns to his hometown where he faces the childhood nemesis whose life he ultimately ruined, only the bully wants to relive their painful past by torturing him once again.",/dws3JR4Yi325Tz33XnuXEB6XjGr.jpg,Comedy,6.7474
76,9102.0,"SIRIUS 6B, Year 2078. On a distant mining planet ravaged by a decade of war, scientists have created the perfect weapon: a blade-wielding, self-replicating race of killing devices known as Screamers designed for one purpose only -- to hunt down and destroy all enemy life forms.",/eqgBf791rMZG7ywHfObpXeMpiRf.jpg,Horror|Science Fiction|War,3.7805
77,124626.0,"A look into the many lives of Christa Päffgen, otherwise known as Nico; from cutie German mädchen to the first of the supermodels, to glamorous diva of the Velvet Underground, to cult item, junkie and hag. Many faces for the same woman, whom, you realize, just couldn't bring herself to care enough to live.",/w3oiJZTB1UP3lj0uSVLdsYfsBbC.jpg,Documentary,2.0899
78,27526.0,"Unable to move on from the loss of his daughter, Freddy, now a shell of the person he was before, swears to kill the man responsible for her death.",/kogaCIIylHmWQo2gJrrdq8Br8b8.jpg,Drama|Thriller,2.7609
79,9623.0,"With his gangster boss on trial for murder, a mob thug known as ""the Teacher"" tells Annie Laird she must talk her fellow jurors into a not-guilty verdict, implying that he'll kill her son Oliver if she fails. She manages to do this, but, when it becomes clear that the mobsters might want to silence her for good, she sends Oliver abroad and tries to gather evidence of the plot against her, setting up a final showdown.",/31mRYhJvaknQx8PQnR2UV7YCkLT.jpg,Thriller|Crime|Drama,6.4613
80,46785.0,Several people try to take advantage of a little girl's innocence to hustle money her mom gave to her to buy a goldfish with.,/u6jrlgZZx3zSFPDPTVOYpueljgH.jpg,Drama|Family,0.8719
81,400.0,Five different criminals face imminent death after botching a job quite badly.,/3LxYzYybOVpnw0juCSlNL5cj8NK.jpg,Drama|Crime,6.5991
82,880.0,"After World War II, Antonia and her daughter, Danielle, go back to their Dutch hometown, where Antonia's late mother has bestowed a small farm upon her. There, Antonia settles down and joins a tightly-knit but unusual community. Those around her include quirky friend Crooked Finger, would-be suitor Bas and, eventually for Antonia, a granddaughter and great-granddaughter who help create a strong family of empowered women.",/nUCVi6bBIL7LGC61nYaCqikAhIA.jpg,Drama|Comedy,6.4341
83,146599.0,A narrator tells the story of his childhood years in a tightly knit Afro-American community in the deep south under racial segregation.,/2qeQStLy1wiqDFa1Dnm02f5UacO.jpg,Romance|Drama,1.6766
84,188588.0,"Helena Mora, the head of an eccentric theatrical family, has decided to sell her large estate in the Hamptons because of her recent money troubles. Before she completes the sale, she wants to have one last gathering of family and friends, with dramatic performances. Bringing everyone together, though, creates rivalries and tension, especially for Oona, a temperamental but successful movie actress who seeks the approval of her creative peers.",/g3m93gROYRRgu7lyQPzrka612uK.jpg,Comedy|Drama,0.9948
85,8447.0,"In Victorian England, wealthy patriarch Sir Harald Alabaster invites an impoverished biologist, William Adamson, into his home. There, William tries to continue his work, but is distracted by Alabaster's seductive daughter, Eugenia. William and Eugenia begin a torrid romance, but as the couple become closer, the young scientist begins to realize that dark, disturbing things are happening behind the closed doors of the Alabaster manor.",/w1i5JdddoLuzSmnKo5ORDoKdMm2.jpg,Drama|Romance,2.0564
86,10534.0,"In 1960, a hardy group of prep school students boards an old-fashioned sailing ship. With Capt. Christopher Sheldon at the helm, the oceangoing voyage is intended to teach the boys fortitude and discipline. But the youthful crew are about to get some unexpected instruction in survival when they get caught in the clutches of a white squall storm.",/muhTVa52IufjTaqNseXFQUAEuyG.jpg,Drama|Adventure,3.9793
87,17414.0,"Hotel manager Robert Grant is forced by his boss to postpone his family vacation when a hotel critic checks in. Trouble is, the critic is really a villainous jewel thief with an orangutan assistant named Dunston. When Dunston gets loose and tries to escape a life of crime -- aided by Robert's sons -- havoc, hijinks and lots of laughs abound!",/xR2cWC04kWNr7TBeXNOf4uOqn00.jpg,Family|Comedy|Adventure,3.1521
88,13997.0,"When dignified Albert Donnelly runs for Governor, his team moves to keep his slow-witted and klutzy younger brother, Mike, out of the eye of the media. To baby-sit Mike, the campaign assigns sarcastic Steve, who gets the experience of a lifetime when he tries to take Mike out of town during the election.",/bqIW5oE4WeHAvk1nh2Y6rfOLGrF.jpg,Comedy,7.6449
